1767010270.790037 0.064774 0.142574
1767010270.792023 0.127107 0.085592
1767010270.794052 0.190126 0.110388
1767010270.796013 0.250224 0.066519
1767010270.798026 0.310890 0.115156
1767010270.800023 0.369874 0.108242
1767010270.802023 0.427505 0.027418
1767010270.804023 0.483401 0.073671
1767010270.806129 0.540231 0.071764
1767010270.808196 0.593707 0.116825
1767010270.810166 0.642324 0.035524
1767010270.812196 0.689856 0.112534
1767010270.814126 0.732456 0.122070
1767010270.816171 0.774658 0.112534
1767010270.818142 0.812310 0.117779
1767010270.820168 0.847755 0.123024
1767010270.822162 0.879308 0.088453
1767010270.824152 0.907331 0.127792
1767010270.826159 0.932018 0.110388
1767010270.828164 0.952982 0.127792
1767010270.830158 0.970085 0.133514
1767010270.832070 0.982909 0.149012
1767010270.834184 0.992959 0.162840
1767010270.836185 0.998439 0.163555
1767010270.838187 0.999976 0.161171
1767010270.840176 0.997586 0.313759
1767010270.842194 0.991185 0.253916
1767010270.844170 0.981050 0.202656
1767010270.846174 0.966922 0.201941
1767010270.848164 0.949096 0.426054
1767010270.850182 0.927223 0.312805
1767010270.852162 0.902154 0.355482
1767010270.854184 0.872952 0.436068
1767010270.856173 0.840789 0.347376
1767010270.858184 0.804935 0.393867
1767010270.860071 0.768345 0.324249
1767010270.862181 0.724288 0.249863
1767010270.864169 0.679838 0.182152
1767010270.866184 0.632080 0.327587
1767010270.868175 0.582412 0.366211
1767010270.870179 0.530116 0.344515
1767010270.872199 0.475272 0.298262
1767010270.874201 0.419025 0.497341
1767010270.876172 0.362014 0.415802
1767010270.878171 0.302808 0.387192
1767010270.880181 0.242082 0.394821
1767010270.882183 0.180590 0.381470
1767010270.884210 0.117640 0.385523
1767010270.886184 0.055895 0.412226
1767010270.888176 -0.006678 0.390530
1767010270.890179 -0.069547 0.282288
1767010270.892094 -0.129400 0.270128
1767010270.894091 -0.191322 0.269890
1767010270.896172 -0.255026 0.266075
1767010270.898082 -0.312566 0.277281
1767010270.900051 -0.370679 0.247717
1767010270.902070 -0.428788 0.255346
1767010270.904166 -0.487328 0.264168
1767010270.906180 -0.541564 0.280619
1767010270.908060 -0.590228 0.252247
1767010270.910053 -0.639591 0.219822
1767010270.912069 -0.686964 0.251770
1767010270.914060 -0.731056 0.355005
1767010270.916076 -0.772762 0.367641
1767010270.918180 -0.812998 0.393867
1767010270.920177 -0.847892 0.373840
1767010270.922181 -0.879574 0.478745
1767010270.924074 -0.906303 0.452518
1767010270.926097 -0.931310 0.423670
1767010270.928052 -0.951917 0.244379
1767010270.930078 -0.969467 0.294447
1767010270.932097 -0.983065 0.269890
1767010270.934053 -0.992462 0.241041
1767010270.936092 -0.998272 0.288963
1767010270.938056 -0.999996 0.087738
1767010270.940123 -0.997700 0.428915
1767010270.942055 -0.991752 0.227690
1767010270.944052 -0.981758 0.351906
1767010270.946049 -0.967909 0.396013
1767010270.948185 -0.948885 0.516891
1767010270.950171 -0.927356 0.373125
1767010270.952189 -0.901784 0.398397
1767010270.954171 -0.873143 0.276089
1767010270.956171 -0.840811 0.271082
1767010270.958163 -0.805319 0.125885
1767010270.960087 -0.768045 0.122309
1767010270.962153 -0.724869 0.100613
1767010270.964185 -0.679461 0.131845
1767010270.966173 -0.632321 0.139475
1767010270.968179 -0.582304 0.123501
1767010270.970141 -0.531109 0.137806
1767010270.972176 -0.475901 0.138283
1767010270.974195 -0.419198 0.147343
1767010270.976092 -0.364362 0.131130
1767010270.978176 -0.302661 0.137329
1767010270.980165 -0.242572 0.134706
1767010270.982179 -0.180726 0.133514
1767010270.984193 -0.118163 0.131845
1767010270.986167 -0.056422 0.138998
1767010270.988070 0.003357 0.135899
1767010270.990158 0.068894 0.103951
1767010270.992172 0.131840 0.097275
1767010270.994184 0.194178 0.107288
1767010270.996199 0.255842 0.106812
1767010270.998088 0.312727 0.250340
1767010271.000051 0.370683 0.202656
1767010271.002049 0.428217 0.214338
1767010271.004174 0.487528 0.269413
1767010271.006190 0.541807 0.263453
1767010271.008170 0.593015 0.239134
1767010271.010181 0.642664 0.226259
1767010271.012206 0.690085 0.235796
1767010271.014176 0.733517 0.212431
1767010271.016170 0.774621 0.245333
1767010271.018060 0.810805 0.218630
1767010271.020069 0.846103 0.220776
1767010271.022166 0.879352 0.220060
1767010271.024173 0.907615 0.195026
1767010271.026163 0.932065 0.216007
1767010271.028161 0.952959 0.237465
1767010271.030173 0.970200 0.229359
1767010271.032172 0.983497 0.230312
1767010271.034063 0.992502 0.220299
1767010271.036177 0.998426 0.218630
1767010271.038190 0.999975 0.242233
1767010271.040204 0.997525 0.264168
